actual_label	image	predicted_label
U neck	3558_1b3b5df6af284b102b672d1a69ae9a87.jpg	U neck
U neck	3687_edf3c6dc4012fb533460c27026ea3b92.jpg	U neck
Boat neck	4761_a4a895bdf5c369bd212a8b0960507ebc.jpg	U neck
U neck	2723_fc059d8f6c17ef303c973f52a56a04d7.jpg	U neck
V Neck	4626_181452198559c2694b98a938ba541ff8.jpg	U neck
U neck	2046_0057803a9648505d822d3a7a74a2c351.jpg	U neck
V Neck	1419_d202b8e69c0f3d65b9debcbb81368397.jpg	U neck
V Neck	5417_492fa4195c864a33607729b39f1df84d.jpg	U neck
V Neck	2980_da5c28b2a19e80c70ce64af3156bf7b3.jpg	U neck
U neck	1762_352c50daf40fe6180af1bac266b69c9d.jpg	U neck
U neck	3368_021dad550b8461a76b8917f642f27202.jpg	U neck
U neck	451_d550460986172df5e9880405fe3e55d6.jpg	U neck
U neck	5387_7ef7d0ba10cda6c86ef5508c33a6e4f7.jpg	U neck
U neck	2060_304c64d9bcc534630c7ef21e54043593.jpg	U neck
U neck	5273_55ad4e51953434f1ed8051e31d961dec.jpg	U neck
U neck	2139_9fd3990fb95ccd1ec8de723f7e1e79cc.jpg	U neck
U neck	2366_c5b5616d2a639f2808d72d237400a2d0.jpg	U neck
U neck	4482_9b2583a22f2da1e1827f4bfa278d5b7e.jpg	U neck
U neck	2652_399312735d8d39e41e04c989a1f77603.jpg	U neck
U neck	918_97b79636250e9e2fce6be1cfc289ff55.jpg	U neck
V Neck	2695_de732d5a0c41900916239e2c9c11edd2.jpg	U neck
Boat neck	2771_86f09e045352927a3f973fdbbff4e497.jpg	U neck
U neck	4715_d11f2e805f1ab21326c2b48a943b354e.jpg	U neck
V Neck	639_72f602f4853d8bd2dc58790c7270157e.jpg	U neck
Square Neck	117_221362188397962b183903d77261d20f.jpg	U neck
U neck	2173_a9d3711d2b3f2b2768f86f551c66934c.jpg	U neck
U neck	1471_5b062ac6702c98a0cea70ff0fd9be1f8.jpg	U neck
U neck	2776_1c865d496a3b0a800dfbe76b455e31f1.jpg	U neck
V Neck	1976_69aa7ba2080d552f496687816acb74d4.jpg	U neck
Boat neck	1150_e714c541a5025e4c7db4e007d79a92f5.jpg	U neck
U neck	3949_127f646a90bd235a8d749f19fd41d3f3.jpg	U neck
U neck	5259_acbb616388906cce6f62182c8d54f15e.jpg	U neck
U neck	3831_e3731f88b8cc7dea407468996c5db5b9.jpg	U neck
U neck	4009_6eb1c85fa8392c8b0d54d7bf99a3c03a.jpg	U neck
V Neck	5503_b6e4ad8a6ace7ce79820061c510ea4ec.jpg	U neck
Boat neck	63_bb2e5079dc756b4393a393ff74de51e0.jpg	U neck
U neck	2790_3e0dda6b5c2fed49d513b939f75dcdc9.jpg	U neck
Boat neck	2328_949b4e8a2031dd611abe99a8e3c3acf5.jpg	U neck
U neck	4028_cfd78d8a40a4c2e28104e492bccbf390.jpg	U neck
V Neck	4771_c4ec0cc081c82ee690ae5b58e9750c19.jpg	U neck
Boat neck	3140_94348babcf849b184d178b6c2f105dac.jpg	U neck
U neck	3919_b27fd82d54cb037f1e7ce4501fcc5903.jpg	U neck
V Neck	3354_6a84769efa2b8d2f22b340cd5b7dd301.jpg	U neck
V Neck	1457_3f3709471830f835f58707171cfb6832.jpg	U neck
Boat neck	4327_acaea43b0a1fc62ffbfc9e08d14cf271.jpg	U neck
U neck	229_7041adde5f6344c38d8ecdbc6fa3954d.jpg	U neck
U neck	5364_622051ca0605cc4b32a797b5215ed8ba.jpg	U neck
V Neck	4426_7ca0162e91ed35e69c50a5cb8a4e8bf6.jpg	U neck
U neck	2814_f3344871dd15020994b7d26241a2f03c.jpg	U neck
U neck	1556_d4eb2aa099ec06a60ee63b6be68d060a.jpg	U neck
U neck	4074_176bc2250e6f0a2489599fb6f6bb21a6.jpg	U neck
U neck	4675_3fffa80493618b9bfc0701a719c90c78.jpg	U neck
Square Neck	1644_7566377ce664cc3441da71f5700df017.jpg	U neck
Boat neck	5313_3ff39b33590fbef553e0fbf4333fb0b7.jpg	U neck
U neck	1956_f42f2759ee7d34fa7c6f04da9fafb69b.jpg	U neck
U neck	1385_bcc9144fefeea543243261e4ef8fee31.jpg	U neck
U neck	1934_766012d4151cb2887b308c5b06a7e197.jpg	U neck
U neck	5760_c1e45bc004c4c8ea83a16f1c81d03bdc.jpg	U neck
U neck	4618_0e6d8ca25a3183c15f1f2f20f1e1a341.jpg	U neck
V Neck	1076_b831b4b8cd9c9cffbfc6dbb7bc303e48.jpg	U neck
U neck	4572_397678a4baa02e398bc90cbbbe815cf2.jpg	U neck
U neck	5756_58744b03f6adf14c80b70a2fe5401098.jpg	U neck
U neck	4420_3ada3c0ee172b01f4579d9a664184589.jpg	U neck
U neck	5084_0d9d25385251bdaea01bb89b7a25c29d.jpg	U neck
U neck	3365_d2146bc343b384f1363ef95e8f340323.jpg	U neck
Square Neck	2743_de0a4a9b0509caeb7ba68bb8304b7cbe.jpg	U neck
V Neck	3041_f3f087bdf62c9395bc002c44f635c81b.jpg	U neck
Square Neck	5744_3f314612f5f12a21d8d058445e456c7a.jpg	U neck
Boat neck	2850_eaa6077b094acccedfa787456010543f.jpg	U neck
U neck	2525_23f3807345f64a191482e2ef804368f0.jpg	U neck
V Neck	4908_f7675f9b1e67511b7897fbd1138623c9.jpg	U neck
U neck	1836_978978f05b906fbb33432ba5d35b1904.jpg	U neck
Boat neck	4409_956eacac37ee61bd53eae9ab8903890b.jpg	U neck
V Neck	2300_d51f9e8bcb41477d2aef6e15078cc22b.jpg	U neck
U neck	331_0ff4446e552d98629495c74c3017cf91.jpg	U neck
U neck	5513_4d079bd600db50c1765fc54fc8642854.jpg	U neck
U neck	4072_48b507772ef163cd86a4a08ac69d82f0.jpg	U neck
V Neck	200_29d5613c6e2da9ebcb822a82f4c5d49f.jpg	U neck
