actual_label	image	predicted_label
V Neck	129_110597b0994b660cc004b6d6faa65118.jpg	U neck
U neck	6_9a9ffb76ca7ce719879883e7890295ff.jpg	U neck
V Neck	43_65fd4aced33f1b8602a6e3e9f50092c2.jpg	U neck
V Neck	11_5f031f995dbe110eec6c289ca61e65f6.jpg	U neck
U neck	47_7503a2d7c6e82bef9f65ea49d5e7ba22.jpg	U neck
U neck	45_48124af10880942a695a3848a67072f5.jpg	U neck
V Neck	100_7eabc42ba3994ec9a3617ffaa625fdef.jpg	U neck
V Neck	73_db350f1b383dd71d56b9d45415924336.jpg	U neck
V Neck	120_9ecfd6bfd332ac76c3236b031d0f212e.jpg	U neck
V Neck	67_b8c457bda0965d6466cead738b6d52d6.jpg	U neck
U neck	46_47ebd926641061b32bf617c06a963078.jpg	U neck
U neck	20_0b54a209d227c025042c5cc9a25caa43.jpg	U neck
